problem,answer,solution,category,difficulty,synthetic
"Disregarding the counsel of his most [trusted marshals] (B), [who vehemently argued] (C) against a winter campaign, Napoleon Bonaparte initiated the calamitous invasion of Russia in 1812, a military operation of unprecedented scale that [demanded immense logistical support and exposed] (D) his Grande Armée to the brutal Russian winter, [which] (E) proved to be the pivotal turning point that precipitated the collapse of the First French Empire.",E,"Option (E) contains a pronoun reference (PR) error. The relative pronoun 'which' engages in general reference, as it refers not to a specific noun but to the entire preceding idea of the military operation's immense demands and the army's exposure to the winter. A pronoun must refer clearly to a single noun antecedent. Options (B), (C), and (D) are grammatically correct. 'trusted marshals' is a standard noun phrase. 'who vehemently argued' is a correctly formed adjective clause. 'demanded immense logistical support and exposed' maintains correct parallel structure.",PR,hard_length,True
"Although the historian's recent analysis of the diplomat's personal correspondence, [which had been kept] (B) dormant in a forgotten archive for nearly a century, [suggests] (C) a far more intricate web of personal ambition and political maneuvering than was previously acknowledged by scholars, he argues that the diplomat's primary motivation was his unwavering patriotism, a claim that fundamentally alters the traditional narrative surrounding the treaty negotiations; [this has prompted] (D) a contentious debate among contemporary academics, [many of whom] (E) are now re-examining their own long-held interpretations.",D,"Option (D) contains a pronoun reference (PR) error of the general reference type. The demonstrative pronoun 'this' does not refer to a single, specific noun antecedent. Instead, it refers vaguely to the entire preceding idea encapsulated in the clause 'a claim that fundamentally alters the traditional narrative surrounding the treaty negotiations.' Because a pronoun must refer clearly to a single noun, this vague reference constitutes a Megablunder. The other options are correct: (B) correctly introduces a non-restrictive clause, (C) is a singular verb that correctly agrees with its singular subject 'analysis', and (E) correctly uses the object-case pronoun 'whom' to introduce a non-restrictive clause.",PR,hard_length,True
"The compendium of regulations, which governs everything from waste disposal to architectural aesthetics and that, for years, has been the primary source of legal contention among property owners, [remain] (B) a testament to the founder’s bureaucratic genius, [embodying] (C) a philosophy that neither the relentless march of modernity [nor the shifting] (D) political tides of subsequent administrations [have managed] (E) to erode completely.",B,"Option (B) contains a subject-verb agreement (AGR) error. The subject of the main clause is the singular noun 'compendium'. The verb must agree with this singular subject, making the correct form 'remains,' not 'remain.' The lengthy adjective clause and prepositional phrases separating the subject from its verb are intended to obscure this grammatical relationship.",AGR,hard_length,True
"The grand tapestry of historical events, woven from the threads of individual choices, societal shifts, and the unpredictable whims of fate, [along with] (B) the supplemental commentaries provided by contemporary scholars, [present] (C) a narrative far more complex than the simplistic timelines [often found] (D) in introductory textbooks, [forcing] (E) students to reconsider their understanding of the past.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the sentence is 'tapestry.' The long intervening phrase beginning with 'along with' is a prepositional phrase and does not make the subject plural; therefore, the singular subject 'tapestry' requires the singular verb 'presents,' not the plural verb 'present.'",AGR,hard_length,True
"The recent proliferation of AI-generated content, in addition to the increasingly sophisticated methods used by malicious actors to create deepfakes and spread disinformation across various social media platforms, [pose] (B) a significant and multifaceted threat to the integrity of democratic processes, [as] (C) the erosion of public trust in institutions and the media [accelerates] (D) at an alarming rate, a situation that many analysts believe [could lead] (E) to widespread civic disengagement.",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the sentence is 'proliferation,' not the plural nouns in the intervening prepositional phrase 'in addition to...platforms.' Therefore, the plural verb 'pose' does not agree with its singular subject; the correct form is the singular verb 'poses.'",AGR,hard_length,True
"The recent proliferation of AI-generated content, coupled with the pervasive influence of social media algorithms that prioritize engagement over accuracy and the subsequent erosion of public trust in established news sources, [present] (B) a multifaceted crisis [that] (C) not only challenges the economic viability of traditional journalism but also [threatens] (D) the foundational principles upon which an informed citizenry, essential for a functioning democracy, [depends] (E).",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'proliferation.' The long intervening phrase beginning with 'coupled with...' modifies the subject but does not make it plural. Therefore, the verb must be singular ('presents') to agree with the singular subject, not the plural verb 'present'.",AGR,hard_length,True
"The meticulous documentation of the migratory patterns of various avian species, whose habitats often span across continents and [whose populations] (B) have fluctuated dramatically in recent decades, [reveal] (C) a far more intricate and delicate ecological balance [than was] (D) previously understood, challenging long-held assumptions within the ornithological community and [underscoring] (E) the urgent need for global conservation efforts.",C,"Option (C) contains a subject-verb agreement (AGR) error. The subject of the main clause is the singular noun 'documentation,' not the plural nouns in the intervening prepositional phrases ('patterns,' 'species,' 'habitats,' 'populations'). Therefore, the singular verb 'reveals' is required to agree with the singular subject, not the plural verb 'reveal'. The other options are correct: (B) the plural noun 'populations' correctly agrees with the plural verb 'have fluctuated'; (D) 'was' is correct as it refers to the implied singular noun 'balance'; and (E) 'underscoring' correctly begins a participial phrase that modifies the entire preceding clause.",AGR,hard_length,True
"The recent analysis of seismic data patterns, which incorporates readings from a newly deployed network of subterranean sensors and accounts for topographical anomalies that have historically skewed results, [indicate] (B) that the probability of a significant tectonic event [occurring] (C) within the next decade is substantially higher than previously forecasted, a finding that [has caused] (D) considerable alarm among city planners and emergency response teams [who] (E) are now reassessing evacuation protocols.",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the sentence is 'analysis'. Therefore, it requires the singular verb 'indicates,' not the plural verb 'indicate.' The verb is separated from its subject by a long adjective clause ('which incorporates... skewed results') containing several plural nouns ('patterns,' 'readings,' 'sensors,' 'anomalies,' 'results'), which can distract the reader from identifying the true singular subject.",AGR,hard_length,True
"The recent discovery of a series of ancient manuscripts, which detail the intricate political and social customs of a civilization previously thought [to be] (B) illiterate, [provide] (C) archaeologists and historians alike with irrefutable evidence that fundamentally alters our understanding of the region's early history, [making] (D) previous theories not only obsolete but also demonstrably [incorrect] (E).",C,"Option (C) has a subject-verb agreement (AGR) error. The singular subject of the sentence is 'discovery,' which requires the singular verb 'provides,' not the plural verb 'provide.' The verb is separated from its subject by the long intervening prepositional phrase 'of a series of ancient manuscripts' and the non-restrictive clause 'which detail...illiterate,' whose plural nouns ('manuscripts,' 'customs') are intended to distract from the true singular subject.",AGR,hard_length,True
"The recent, and largely unregulated, proliferation of online platforms and digital marketplaces, which many economists and social theorists with decidedly different perspectives on market dynamics believe represents the future of global commerce, [have] (B) fundamentally altered not only how consumers discover and purchase goods but also the logistical frameworks that underpin international supply chains, thereby creating a new paradigm for businesses [that seek] (C) to remain competitive in an increasingly crowded field where agility and data analytics [are] (D) paramount to survival and [whose] (E) success often hinges on network effects.",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'proliferation,' which requires the singular verb 'has,' not the plural verb 'have.' The plural nouns in the intervening prepositional phrase ('platforms,' 'marketplaces') and the subordinate clause ('economists,' 'theorists,' 'perspectives') are intended to distract from the true singular subject.",AGR,hard_length,True
"The intricate network of subterranean tunnels, along with the cryptic journal [detailing] (B) their construction and the various booby traps designed to protect the treasures within them, [are] (C) what presents the most significant challenge to archaeologists, not the sheer depth of the excavation or the fragility of the artifacts, [which] (D) requires delicate handling, but rather the psychological toll that navigating such a claustrophobic and dangerous environment [takes] (E) on the research team.",C,"Option (C) contains a subject-verb agreement (AGR) error. The subject of the main clause is the singular noun 'network'. The intervening phrase beginning with 'along with' does not affect the number of the subject. Therefore, the singular subject 'network' requires the singular verb 'is,' not the plural verb 'are'.",AGR,hard_length,True
"The intricate tapestry of historical events, [woven] (B) from countless individual narratives and societal shifts which collectively challenge traditional interpretations of the period and force historians to reconsider their long-held assumptions, [reveal] (C) a more nuanced understanding of the causal relationships that [led] (D) to the revolution's outbreak, a perspective that is now gaining [traction] (E) in academic circles.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the main clause, 'tapestry,' requires the singular verb 'reveals.' The verb is separated from its subject by a long participial phrase ('woven from...assumptions'), which contains multiple plural nouns ('events,' 'narratives,' 'shifts,' 'interpretations,' 'assumptions') designed to distract from the true subject, but these do not alter the required number of the main verb.",AGR,hard_length,True
"The recent discovery of several previously unknown manuscripts—a collection that, [according to] (B) leading paleographers and textual critics who have spent years meticulously examining the delicate vellum pages, [represent] (C) the most significant find in a century—[has challenged] (D) many long-standing assumptions about early medieval scholasticism and its influence on subsequent intellectual traditions, [prompting] (E) a complete reevaluation of the historical narrative.",C,"Option (C) contains a subject-verb agreement (AGR) error. The subject of the verb 'represent' is the singular noun 'collection'. Therefore, the verb should be the singular form 'represents'. The long intervening phrase beginning with 'according to' and containing several plural nouns ('paleographers', 'critics', 'pages') is intended to distract the reader from the true singular subject.",AGR,hard_length,True
"The complex amalgamation of Byzantine political intrigues, esoteric theological debates that consumed church councils for centuries, and the persistent military pressures from both eastern and western empires, [a confluence of factors] (B) that defied simple analysis, [present] (C) a nearly insurmountable obstacle for historians [who] (D) attempt to construct a linear narrative of the empire's gradual decline, a process far more chaotic than [previously] (E) understood.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'amalgamation.' This singular subject requires the singular verb 'presents,' not the plural form 'present.' The verb is separated from its subject by a long series of prepositional phrases containing plural nouns ('intrigues,' 'debates,' 'pressures,' 'empires') and an appositive phrase ('a confluence of factors'), but these intervening elements do not change the number of the subject.",AGR,hard_length,True
"[Driven] (B) by a confluence of geopolitical shifts and innovative domestic policies, the resurgence of traditional manufacturing jobs, particularly in sectors that were previously thought to be in terminal decline due to automation and global outsourcing, [underscore] (C) the complex interplay between governmental intervention, consumer demand, and technological adaptation, a dynamic [that] (D) defies simplistic economic models and [highlights] (E) the persistent relevance of a skilled, local workforce in an increasingly digitized global economy.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'resurgence,' not the plural noun 'jobs' which is the object of the preposition 'of.' Consequently, the main verb must be in the singular form, 'underscores,' to agree with 'resurgence.' The plural verb 'underscore' incorrectly agrees with the nearer noun 'jobs.'",AGR,hard_length,True
"The comprehensive collection of early 20th-century Russian avant-garde paintings, encompassing masterpieces from Malevich, Kandinsky, and numerous lesser-known artists [whose] (B) works were suppressed during the Soviet era, [represent] (C) a pivotal moment in art history, not only for its radical departure from traditional aesthetics but also for the profound philosophical questions [it] (D) poses about the nature of reality and perception, questions that continue to resonate with audiences who, even a century later, [find] (E) the art deeply compelling.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'collection,' which requires the singular verb 'represents.' The plural verb 'represent' incorrectly agrees with the plural nouns in the intervening prepositional and participial phrases, such as 'paintings,' 'masterpieces,' and 'artists.' Option (B) 'whose' is the correct possessive relative pronoun. Option (D) 'it' correctly refers to the singular noun 'collection'. Option (E) 'find' correctly agrees with its plural subject 'audiences' (via the relative pronoun 'who').",AGR,hard_length,True
"The intricate network of subterranean tunnels, which winds for miles beneath the ancient city and connects various ceremonial chambers that were once used by a long-forgotten civilization, [reveal] (B) architectural and engineering principles [that] (C) are far more advanced than those of many contemporaneous cultures, [posing] (D) a significant puzzle to archaeologists [who] (E) study the region.",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'network'. The verb must therefore be singular: 'reveals'. The verb has been made plural ('reveal') because of the influence of the intervening plural nouns 'tunnels' and 'chambers,' which are part of modifying phrases and clauses separating the subject from its verb.",AGR,hard_length,True
"The recent discovery of several previously unknown species in the abyssal zone, [along with] (B) the surprising biochemical adaptations that allows them to thrive under extreme pressure and in complete darkness, [challenge] (C) our fundamental understanding of evolutionary biology and the outer limits of life, [prompting] (D) a reevaluation of taxonomical categories that have remained largely unchanged [since] (E) the mid-twentieth century.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'discovery,' which requires the singular verb 'challenges.' The plural verb 'challenge' is incorrect. The intervening prepositional phrase 'along with the surprising biochemical adaptations...' contains plural nouns ('species,' 'adaptations') that are intended to distract from the true singular subject.",AGR,hard_length,True
"The pervasive influence of multinational corporations, particularly those whose operations span across continents and [whose] (B) intricate supply chains often obscure labor practices, [present] (C) a formidable challenge to international regulators, [who] (D) struggle to enforce ethical standards consistently, especially in regions [where] (E) local governance is weak.",C,"Option (C) contains a subject-verb agreement (AGR) error. The singular subject of the sentence, 'influence', requires the singular verb 'presents'. The verb is separated from its subject by a long prepositional phrase containing several plural nouns ('corporations', 'operations', 'chains'), which are intended to distract from the true subject, but they do not change the number of the verb.",AGR,hard_length,True
"The collection of priceless Fabergé eggs, alongside several ornate jewelry boxes that were crafted by the same artisans, [are considered] (B) the pinnacle of the jeweler's art because the Romanovs, whose patronage [was] (C) essential, spared no expense, and each of the masterpieces, [despite its] (D) diminutive size, contains intricate mechanisms and precious gems, a fact that [continues] (E) to astonish both historians and gemologists alike.",B,"Option (B) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'collection'. The long intervening phrase 'alongside several ornate jewelry boxes that were crafted by the same artisans' does not change the number of the subject. Therefore, the singular verb 'is considered' is required to agree with 'collection', not the plural verb 'are considered'.",AGR,hard_length,True
"The overall effectiveness of these novel pedagogical strategies, [despite initial skepticism] (B) from a vocal minority of seasoned educators [who champion] (C) traditional methods that have been utilized for decades, [are now being] (D) formally acknowledged by a national consortium of school administrators, [whose recent report] (E) highlights significant gains in both student engagement and standardized test scores.",D,"Option (D) contains a subject-verb agreement (AGR) error. The singular subject of the main clause is 'effectiveness,' which requires the singular verb 'is,' not the plural verb 'are.' The plural nouns in the intervening prepositional phrases ('strategies,' 'educators,' 'methods') do not change the number of the subject.",AGR,hard_length,True
"The comprehensive collection of Byzantine artifacts, [which includes] (B) intricate mosaics, gilded icons, and illuminated manuscripts from various periods of the empire's long history, [provide] (C) scholars with an unparalleled glimpse into the cultural and religious life that characterized the Eastern Roman Empire, a civilization that, despite [its] (D) profound influence on both the East and the West, [is often overlooked] (E) in conventional historical narratives.",C,"Option (C) contains a subject-verb agreement (AGR) error. The subject of the main clause is the singular noun 'collection'. The intervening non-restrictive clause, which contains numerous plural nouns ('mosaics,' 'icons,' 'manuscripts'), distracts from the main subject. The singular subject 'collection' requires the singular verb 'provides,' not the plural verb 'provide.'",AGR,hard_length,True
"The committee’s final report, meticulously compiled over eighteen months by a team of experts [who reviewed] (B) thousands of pages of testimony and financial records, ultimately concluded that the company's collapse was attributable not to a single catastrophic event but rather to a confluence of factors: persistent mismanagement, a culture of reckless risk-taking, and [failing] (C) to adapt to shifting market dynamics, a finding that [has sent] (D) shockwaves through an industry [that had long considered] (E) the firm invincible.",C,"Option (C) contains a parallelism (PAR) error. The sentence lists three factors contributing to the company's collapse: 'persistent mismanagement,' 'a culture of reckless risk-taking,' and 'failing to adapt...'. The first two items in this series are noun phrases. To maintain parallel structure, the third item must also be a noun phrase, such as 'a failure to adapt' or 'an inability to adapt.' Using the gerund phrase 'failing to adapt...' breaks the grammatical parallelism required for a series. The other options are correct: (B) uses the correct verb for the adjective clause modifying 'team'; (D) shows correct subject-verb agreement between 'finding' and 'has sent'; (E) correctly uses the past perfect tense in the adjective clause modifying 'industry'.",PAR,hard_length,True
"The controversial statesman, whose legacy remains a subject of fierce debate among historians and political scientists alike, was widely celebrated for [skillfully navigating] (B) the treacherous political currents of his time, forging pragmatic alliances with former adversaries, and [the consolidation of his power] (C) through a series of shrewd legislative maneuvers [that ultimately reshaped] (D) the nation's economic future in ways that few of his contemporaries [could have possibly foreseen] (E).",C,"Option (C) contains a parallelism (PAR) error. The sentence describes three actions for which the statesman was celebrated, requiring a parallel grammatical structure for each item in the series. The first two items are participial phrases ('skillfully navigating...' and 'forging pragmatic alliances...'). The third item, 'the consolidation of his power', is a noun phrase, which violates the parallel structure. To correct the error, the phrase should be the parallel participle 'consolidating his power'.",PAR,hard_length,True
"In his seminal treatise on political economy, the philosopher argued not only that the state's intervention [should be limited] (B) to protecting individual liberties and enforcing contracts but also [advocating] (C) for a system of voluntary taxation, a radical proposition that challenged the very foundations of modern governance and which [was met] (D) with both fervent support from anarcho-capitalist circles and vehement opposition from establishment figures [who] (E) saw it as a direct threat to social order.",C,"Option (C) contains a parallelism (PAR) error. The correlative conjunctions 'not only... but also' require that the grammatical structures they connect be parallel. In this sentence, 'not only' is followed by a noun clause ('that the state's intervention should be limited...'), but 'but also' is followed by a participial phrase ('advocating for...'). For the sentence to be grammatically parallel, the structure after 'but also' should match the clause after 'not only,' for instance, 'but also that the state should advocate...'",PAR,hard_length,True
"The commission's final report, which meticulously detailed the sequence of events leading up to the financial crisis, recommended not only a complete overhaul of existing regulatory frameworks [but also that the legislature should create] (B) new agencies with robust oversight powers, the prosecution of individuals found guilty of gross negligence, and a renewed focus on corporate ethics, [a set of proposals] (C) that, despite [their] (D) ambitious scope, was deemed essential for restoring public trust in the financial system [by] (E) a majority of analysts.",B,"Option (B) contains a parallelism (PAR) error. The verb 'recommended' introduces a series of four recommendations. The first ('a complete overhaul'), third ('the prosecution'), and fourth ('a renewed focus') items are noun phrases. The second item, 'that the legislature should create new agencies...', is a noun clause. To maintain parallel structure, it should be a noun phrase, such as 'the creation of new agencies by the legislature'. Options (C), (D), and (E) are grammatically correct. 'a set of proposals' (C) is a correct appositive, 'their' (D) correctly agrees with its plural antecedent 'proposals', and 'by' (E) is the correct preposition.",PAR,hard_length,True
"The comprehensive historical analysis, [which painstakingly detailed] (B) the socioeconomic factors contributing to the empire's decline, concluded that the regime's collapse was precipitated not only [by the relentless pressure] (C) from external invasions and a series of debilitating famines, but also [because the internal political structure had become] (D) irrevocably fragmented, thereby rendering the state incapable of mounting a coordinated defense, a situation [that] (E) many contemporary chroniclers had lamented.",D,"Option (D) creates a parallelism (PAR) error. The sentence uses the correlative conjunction pair 'not only... but also,' which requires the grammatical structures following each part to be parallel. The structure following 'not only' is a prepositional phrase beginning with 'by' ('by the relentless pressure...'). To maintain parallelism, the structure following 'but also' should be another prepositional phrase. Instead, the sentence uses a subordinate clause, 'because the internal political structure had become...', violating the principle of parallel structure.",PAR,hard_length,True
"Despite the prevailing scholarly consensus [that attributes] (B) the civilization's decline primarily to environmental factors, a revisionist historian, whose work has recently gained traction among younger academics, compellingly argues that the societal collapse stemmed not only from climatic shifts but also from a multifaceted internal decay, a complex process [characterized by] (C) rampant political corruption, severe economic stagnation, and [that the military establishment was both overextended and critically underfunded] (D), a situation exacerbated by a series of ineffectual leaders [who] (E) consistently failed to address the burgeoning crises.",D,"Option (D) creates a parallelism (PAR) error. The sentence lists three characteristics of 'internal decay' in a series. The first two items, 'rampant political corruption' and 'severe economic stagnation,' are noun phrases. The third item, 'that the military establishment was both overextended and critically underfunded,' is a noun clause. For the sentence to be grammatically correct, all items in the series must have a parallel structure. The third item should be a noun phrase, such as 'the overextension and critical underfunding of the military establishment'.",PAR,hard_length,True
"The investigative committee's final report, meticulously compiled over six months, detailed how the corporation had systematically circumvented environmental regulations not only by falsifying emissions data and lobbying against stricter policies, but [also manipulating] (B) public perception through sophisticated marketing campaigns, [which] (C) the report argued was a more insidious transgression than [the illegal dumping of waste] (D) because it eroded public trust, a cornerstone of democratic governance and [essential for] (E) long-term market stability.",B,"Option (B) contains a parallelism (PAR) error. The sentence uses the correlative conjunction 'not only... but also' to connect ideas that should be in parallel grammatical form. The structure following 'not only' is a prepositional phrase beginning with 'by' ('by falsifying... and lobbying...'). For correct parallelism, the structure following 'but also' should be a similar prepositional phrase. Instead, 'also manipulating' is a participial phrase. The correct parallel structure would be 'but also by manipulating'. Options (C), (D), and (E) are correct. (C) 'which' correctly introduces a non-restrictive clause referring to the idea of the transgression. (D) 'the illegal dumping of waste' is a noun phrase correctly used as the object of comparison after 'than'. (E) 'essential for' is an adjective phrase correctly parallel with the preceding noun phrase 'a cornerstone', both renaming the noun 'public trust'.",PAR,hard_length,True
"[Established by executive order] (B) and tasked with investigating systemic failures within the financial sector, the commission ultimately concluded that a comprehensive solution required not only a thorough re-evaluation of outdated statutes but also [to implement] (C) new oversight mechanisms designed to prevent future crises, a recommendation that, despite its potential cost, [was met] (D) with surprising bipartisan support from legislators who had previously been staunchly opposed to [such reforms] (E).",C,"Option (C) contains a parallelism (PAR) error. The sentence uses the correlative conjunction pair 'not only... but also,' which requires that the grammatical structures following each part of the pair be parallel. The structure following 'not only' is a noun phrase ('a thorough re-evaluation of outdated statutes'). However, the structure following 'but also' is an infinitive phrase ('to implement new oversight mechanisms'). To correct the error, the infinitive phrase should be replaced with a parallel noun phrase, such as 'the implementation of new oversight mechanisms'. Option (B) is a correct introductory participial phrase modifying 'the commission'. Option (D) is a correct use of subject-verb agreement, as the singular verb 'was met' agrees with its singular subject 'recommendation'. Option (E) is a grammatically sound phrase.",PAR,hard_length,True
"Bismarck's intricate strategy for German unification was not merely a matter of winning wars but also involved [a masterful manipulation] (B) of diplomatic alliances to secure Prussian dominance, a careful implementation of progressive social policies to placate the working class, and [to methodically isolate] (C) his primary rival, Austria, through a series of calculated political maneuvers that [ultimately left] (D) the monarchy without allies, showcasing a political acumen [far superior] (E) to that of his contemporaries.",C,"Option (C) contains a parallelism (PAR) error. The sentence lists three components of Bismarck's strategy, which are items in a series connected by 'and'. The first two components are noun phrases ('a masterful manipulation of...' and 'a careful implementation of...'). The third component, 'to methodically isolate...', is an infinitive phrase, which violates the principle of parallelism requiring similar grammatical structures for ideas in a series. To be correct, it should be a parallel noun phrase, such as 'a methodical isolation of'.",PAR,hard_length,True
"The political analyst concluded that the incumbent's surprising landslide victory was attributable not only to his preternatural ability to connect with a broad spectrum of voters and [the meticulous, data-driven planning] (B) of his campaign managers, [who labored] (C) for months behind the scenes, but also [that he consistently articulated] (D) a message of optimistic unity, a stark contrast to [his opponent's] (E) often-caustic rhetoric.",D,"Option (D) creates a parallelism (PAR) error. The correlative conjunction 'not only... but also' requires grammatically parallel structures. The victory is attributed 'to his preternatural ability... and the meticulous... planning' (a prepositional phrase with compound noun objects), but this is paired with 'that he consistently articulated...' (a noun clause). To maintain parallelism, the second element should also be governed by the preposition 'to', for example: 'to his consistent articulation of a message...'.",PAR,hard_length,True
"The investigative committee’s final report, after months of painstaking research into the company's financial records, not only [recommended] (B) a complete overhaul of the accounting department but also [to deliver a scathing] (C) critique of the board’s passive oversight, a condemnation that, [despite its] (D) initial suppression by senior executives, ultimately [led to] (E) widespread resignations and a massive shareholder lawsuit.",C,"Option (C) contains a parallelism (PAR) error. The correlative conjunctions 'not only... but also' require that the grammatical structures they connect be parallel. In this sentence, the past tense verb phrase 'recommended a complete overhaul...' is incorrectly paired with the infinitive phrase 'to deliver a scathing critique...'. For the sentence to be grammatically parallel, 'to deliver' should be the past tense verb 'delivered' to match the structure initiated by 'recommended'.",PAR,hard_length,True
"Although many pundits initially credited the candidate's victory to a groundswell of populist anger, a more nuanced analysis, [undertaken] (B) by political scientists years later, revealed that the strategist’s success was attributable less to broad societal trends [than to] (C) a meticulously executed tripartite methodology: exhaustively researching the electorate's latent anxieties, systematically deploying micro-targeted advertisements, and [the exploitation of] (D) social media algorithms to create echo chambers that reinforced preexisting biases, a strategy whose ethical implications [are] (E) still debated.",D,"Option (D) creates a parallelism (PAR) error. The sentence lists three components of the strategist's methodology following a colon. The first two components are expressed as participial phrases: 'exhaustively researching...' and 'systematically deploying...'. The third component, 'the exploitation of...', is a noun phrase. To maintain parallel structure, the third item must also be a participial phrase, such as 'exploiting...'.",PAR,hard_length,True
"The newly implemented corporate directive, which was unanimously approved by the board in response to an unprecedented data breach, outlines several crucial requirements [intended to] (B) bolster cybersecurity: mandating an annual review of all security protocols, establishing a multi-departmental oversight committee, and [that all new hires undergo] (C) a comprehensive background check before [being granted] (D) any level of system access, a policy [that supersedes all previous departmental guidelines] (E).",C,"Option (C) contains a parallelism (PAR) error. The sentence presents a series of three requirements outlined by the directive. The first two items in the series are participial phrases ('mandating an annual review...' and 'establishing a multi-departmental...'). For the sentence to be parallel, the third item should also be a participial phrase, such as 'ensuring that all new hires undergo...'. Instead, the sentence uses a noun clause ('that all new hires undergo...'), which breaks the established parallel structure of the list.",PAR,hard_length,True
"The newly proposed urban renewal project is intended not only to revitalize the city’s decaying infrastructure but also [to foster] (B) a more inclusive community environment by expanding public spaces, upgrading transportation networks to improve accessibility, and [that local businesses should be supported] (C) through targeted subsidies and grants, a multifaceted approach that, [according to] (D) its proponents, represents a significant departure from previous, less holistic strategies [whose] (E) primary focus was on commercial development.",C,"Option (C) contains a parallelism (PAR) error. The sentence creates a parallel series of actions introduced by the preposition 'by': 'expanding public spaces,' 'upgrading transportation networks...,' and a third item. The first two items are participial phrases. The third item, 'that local businesses should be supported,' is a noun clause, which violates the parallel structure. To correct the error, it should be a participial phrase, such as 'supporting local businesses.' Option (B) correctly parallels 'to revitalize' within the 'not only... but also' construction. Options (D) and (E) are grammatically correct uses of a preposition and a relative pronoun, respectively.",PAR,hard_length,True
"The special committee, convened by the chancellor to address the burgeoning crisis and whose members [were chosen] (B) for their unimpeachable integrity, was tasked with a process that required [both a thorough review] (C) of all existing institutional regulations and [that they conduct interviews] (D) with every single department head, which ultimately culminated in a report that [was praised] (E) by external auditors for its unprecedented clarity and depth.",D,"Option (D) creates a parallelism (PAR) error. The sentence uses the correlative conjunction 'both...and' to connect two requirements of the committee's process. The first element, 'a thorough review of all existing institutional regulations,' is a noun phrase. The second element, 'that they conduct interviews with every single department head,' is a noun clause. For correct parallel structure, the two elements must be grammatically similar. A correct version would use two noun phrases, such as 'both a thorough review... and a series of interviews...' Option (B) is a correct passive plural verb agreeing with its subject 'members'. Option (C) correctly introduces the first of the two parallel elements. Option (E) is a correct passive singular verb agreeing with its subject 'report'.",PAR,hard_length,True
"The celebrated primatologist, whose fieldwork in the Gombe Stream National Park redefined our understanding of chimpanzee behavior, was lauded by the scientific community not only for her meticulous observational methods, [which] (B) set new standards for ethological research, but also [her profound empathy] (C) enabled her to connect with her subjects on an unprecedented level, ultimately [leading] (D) to advocacy efforts that transformed global conservation [strategies] (E).",C,"Option (C) creates a parallelism (PAR) error. The sentence uses the correlative conjunctions 'not only...but also' to connect two reasons why the primatologist was lauded. The first reason is expressed as a prepositional phrase ('for her meticulous observational methods...'). For correct parallel structure, the second reason should also be in a prepositional phrase. However, the structure following 'but also' is a main clause ('her profound empathy enabled her...'). A correct version would be '...but also for the profound empathy that enabled her...'.",PAR,hard_length,True
"To fully appreciate the complex tapestry of the historical epic, a reader must not only understand the socio-political climate [in which] (B) the narrative is embedded but also [analyzing] (C) the subtle interplay of its multifaceted characters, [whose] (D) motivations often conflict with their proclaimed allegiances, and the recurring thematic motifs that the author skillfully [weaves] (E) throughout the text.",C,"Option (C) contains a parallelism (PAR) error. The sentence uses the correlative conjunctions 'not only... but also...', which require the grammatical structures they connect to be parallel. The structure following 'not only' is the verb phrase 'understand the socio-political climate'. The structure following 'but also' is the gerund phrase 'analyzing the subtle interplay'. To correct the error and maintain parallelism with the verb 'understand' (which follows the modal verb 'must'), 'analyzing' should be the verb 'analyze'.",PAR,hard_length,True
"The investigative committee's final report concluded that the corporation’s downfall was attributable not only to the reckless financial speculation of its executives but also to a series of systemic failures, including overlooking critical market data, the failure to implement effective risk-management protocols, and [that the board of directors was] (B) consistently ignoring warnings from internal auditors, [a pattern of negligence] (C) that, when viewed in retrospect, made the eventual collapse [seem] (D) all but inevitable to [even] (E) the most casual observers of the industry.",B,"Option (B) contains a parallelism (PAR) error. The sentence lists a series of systemic failures to which the downfall was attributed. The first two items in this series are gerund phrases: 'overlooking critical market data' and '(the failure to implement...)', which functions similarly. However, the third item, 'that the board of directors was consistently ignoring warnings...', is a noun clause. For correct parallel structure, this item should be a gerund phrase, such as 'the board of directors' consistently ignoring warnings...' or simply 'consistently ignoring warnings...'.",PAR,hard_length,True
